include,part,function_name,order,required,argument,argument_list,default,ui,choices,range,validation,validation_args,transformation,transformation_args,design_changes,description,note
TRUE,ui,radioButtons,1,TRUE,inputId,,,textInput,,,.validate_inputId,list(allow_NULL=FALSE),.to_string,list(regex='id'),,The input slot that will be used to access the value.,
TRUE,ui,radioButtons,2,TRUE,label,,label,textInput,,,,,.to_string,,,"Display label for the control, or NULL for no label.",
TRUE,ui,radioButtons,3,,choices,,NULL,selectizeInput,,,,,.to_string_vector,,,"List of values to select from (if elements of the list are named then that name rather than the value is displayed to the user). If this argument is provided, then choiceNames and choiceValues must not be provided, and vice-versa. The values should be strings; other types (such as logicals and numbers) will be coerced to strings.",
TRUE,ui,radioButtons,4,,selected,,NULL,selectInput,sqs_option_ui_choices,,,,.to_string,,,The initially selected value (if not specified then defaults to the first value),
TRUE,ui,radioButtons,5,,inline,,FALSE,checkboxInput,,,,,,,,"If TRUE, render the choices inline (i.e. horizontally)",
TRUE,ui,radioButtons,6,,width,,NULL,textInput,,,.validate_css_unit,,.to_css_unit,,width_css_unit,"The width of the input, e.g. 400px, or 100%; see validateCssUnit().",
FALSE,ui,radioButtons,7,,choiceNames,,NULL,selectizeInput,,,,,,,,"List of names and values, respectively, that are displayed to the user in the app and correspond to the each choice (for this reason, choiceNames and choiceValues must have the same length). If either of these arguments is provided, then the other must be provided and choices must not be provided. The advantage of using both of these over a named list for choices is that choiceNames allows any type of UI object to be passed through (tag objects, icons, HTML code, ...), instead of just simple text. See Examples.",
FALSE,ui,radioButtons,8,,choiceValues,,NULL,selectizeInput,,,,,,,,"List of names and values, respectively, that are displayed to the user in the app and correspond to the each choice (for this reason, choiceNames and choiceValues must have the same length). If either of these arguments is provided, then the other must be provided and choices must not be provided. The advantage of using both of these over a named list for choices is that choiceNames allows any type of UI object to be passed through (tag objects, icons, HTML code, ...), instead of just simple text. See Examples.",
TRUE,ui,radioGroupButtons,1,TRUE,inputId,,,textInput,,,.validate_inputId,list(allow_NULL=FALSE),.to_string,list(regex='id'),,The input slot that will be used to access the value.,
TRUE,ui,radioGroupButtons,2,,label,,NULL,textInput,,,,,.to_string,,,Input label.,
TRUE,ui,radioGroupButtons,3,,choices,,NULL,selectizeInput,,,,,.to_string_vector,,,List of values to select from (if elements of the list are named then that name rather than the value is displayed to the user).,
TRUE,ui,radioGroupButtons,4,,selected,,NULL,selectInput,sqs_option_ui_choices,,,,.to_string,,,The initially selected value.,
TRUE,ui,radioGroupButtons,5,,status,,default,selectInput,validStatuses,,,,.to_string,,,"Add a class to the buttons, you can use Bootstrap status like info, primary, danger, warning or success. Or use an arbitrary strings to add a custom class, e.g. : with status = myClass, buttons will have class btn-myClass.",
TRUE,ui,radioGroupButtons,6,,size,,normal,selectInput,sw_sizes,,,,.to_string,,,"Size of the buttons (xs, sm, normal, lg)",
TRUE,ui,radioGroupButtons,7,,direction,,horizontal,selectInput,directions,,,,.to_string,,,Horizontal or vertical,
TRUE,ui,radioGroupButtons,8,,justified,,FALSE,checkboxInput,,,,,,,,"If TRUE, fill the width of the parent div",
TRUE,ui,radioGroupButtons,9,,individual,,FALSE,checkboxInput,,,,,,,,"If TRUE, buttons are separated.",
FALSE,ui,radioGroupButtons,10,,checkIcon,,list(),,,,,,,,,"A list, if no empty must contain at least one element named yes corresponding to an icon to display if the button is checked.",
TRUE,ui,radioGroupButtons,11,,width,,NULL,textInput,,,,,.to_css_unit,,width_css_unit,"The width of the input, e.g. 400px, or 100%.",
FALSE,ui,radioGroupButtons,12,,choiceNames,,NULL,,,,,,,,,"Same as in radioButtons. List of names and values, respectively, that are displayed to the user in the app and correspond to the each choice (for this reason, choiceNames and choiceValues must have the same length).",
FALSE,ui,radioGroupButtons,13,,choiceValues,,NULL,,,,,,,,,"Same as in radioButtons. List of names and values, respectively, that are displayed to the user in the app and correspond to the each choice (for this reason, choiceNames and choiceValues must have the same length).",
TRUE,ui,radioGroupButtons,14,,disabled,,FALSE,checkboxInput,,,,,,,,Initialize buttons in a disabled state (users wont be able to select a value).,
TRUE,server,renderDataTable,1,TRUE,expr,,example,selectInput,server_expr,,,,.to_string,,,An expression that returns a data frame or a matrix.,
TRUE,server,renderDataTable,2,,autoWidth,options,TRUE,checkboxInput,,,,,,,,Feature control DataTables smart column width handling.,
TRUE,server,renderDataTable,3,,ordering,options,TRUE,checkboxInput,,,,,,,,Feature control ordering (sorting) abilities in DataTables.,
TRUE,server,renderDataTable,4,,paging,options,TRUE,checkboxInput,,,,,,,,Enable or disable table pagination.,
FALSE,server,renderDataTable,5,,processing,options,FALSE,checkboxInput,,,,,,,,Feature control the processing indicator.,
TRUE,server,renderDataTable,6,,scrollX,options,FALSE,checkboxInput,,,,,,,,Horizontal scrolling.,
TRUE,server,renderDataTable,7,,scrollY,options,NULL,textInput,,,.validate_css_unit,,.to_css_unit,,,Vertical scrolling.,
TRUE,server,renderDataTable,8,,searching,options,TRUE,checkboxInput,,,,,,,,Feature control search (filtering) abilities.,
TRUE,server,renderDataTable,9,,lengthChange,options,TRUE,checkboxInput,,,,,,,,Feature control the end users ability to change the paging display length of the table.,
TRUE,server,renderDataTable,10,,pageLength,options,25,numericInput,,,.validate_numeric,,.to_numeric,,,Change the initial page length (number of rows per page).,
TRUE,server,renderImage,1,TRUE,expr,,example,selectInput,server_expr,,,,.to_string,,,An expression that returns a list.,
FALSE,server,renderImage,2,,env,,parent.frame(),,,,,,,,,The environment in which to evaluate expr.,
FALSE,server,renderImage,3,,quoted,,FALSE,checkboxInput,,,,,,,,Is expr a quoted expression (with quote())? This is useful if you want to save an expression in a variable.,
TRUE,server,renderImage,4,TRUE,deleteFile,,TRUE,checkboxInput,,,,,,,,"Should the file in func()$src be deleted after it is sent to the client browser? Generally speaking, if the image is a temp file generated within func, then this should be TRUE; if the image is not a temp file, this should be FALSE. (For backward compatibility reasons, if this argument is missing, a warning will be emitted, and if the file is in the temp directory it will be deleted. In the future, this warning will become an error.)",
FALSE,server,renderImage,5,,outputArgs,,list(),,,,,,,,,A list of arguments to be passed through to the implicit call to imageOutput() when renderImage is used in an interactive R Markdown document.,
TRUE,server,renderPlot,1,TRUE,expr,,Basic Scatter Plot,selectInput,server_expr,,,,.to_string,,,An expression that generates a plot.,
,server,renderPlot,2,,width,,auto,,,,,,,,,"Height and width can be specified in three ways:
- auto, the default, uses the size specified by plotOutput() (i.e. the offsetWidth/`offsetHeight`` of the HTML element bound to this plot.)
- An integer, defining the width/height in pixels.
- A function that returns the width/height in pixels (or auto). The function is executed in a reactive context so that you can refer to reactive values and expression to make the width/height reactive.
When rendering an inline plot, you must provide numeric values (in pixels) to both width and height.",
,server,renderPlot,3,,height,,auto,,,,,,,,,"Height and width can be specified in three ways:
- auto, the default, uses the size specified by plotOutput() (i.e. the offsetWidth/`offsetHeight`` of the HTML element bound to this plot.)
- An integer, defining the width/height in pixels.
- A function that returns the width/height in pixels (or auto). The function is executed in a reactive context so that you can refer to reactive values and expression to make the width/height reactive.
When rendering an inline plot, you must provide numeric values (in pixels) to both width and height.",
TRUE,server,renderPlot,4,,res,,72,numericInput,,,,,.to_numeric,,,"Resolution of resulting plot, in pixels per inch. This value is passed to grDevices::png(). Note that this affects the resolution of PNG rendering in R; it wont change the actual ppi of the browser.",
FALSE,server,renderPlot,5,,env,,parent.frame(),,,,,,,,,The environment in which to evaluate expr.,
FALSE,server,renderPlot,6,,quoted,,FALSE,,,,,,,,,Is expr a quoted expression (with quote())? This is useful if you want to save an expression in a variable.,
TRUE,server,renderPlot,7,,execOnResize,,FALSE,checkboxInput,,,,,,,,"If FALSE (the default), then when a plot is resized, Shiny will replay the plot drawing commands with grDevices::replayPlot() instead of re-executing expr. This can result in faster plot redrawing, but there may be rare cases where it is undesirable. If you encounter problems when resizing a plot, you can have Shiny re-execute the code on resize by setting this to TRUE.",
FALSE,server,renderPlot,8,,outputArgs,,list(),,,,,,,,,A list of arguments to be passed through to the implicit call to plotOutput() when renderPlot is used in an interactive R Markdown document.,
TRUE,server,renderPlotly,1,TRUE,expr,,Basic Scatter Plot,selectInput,server_expr,,,,.to_string,,,An expression that generates a plotly,
FALSE,server,renderPlotly,2,,env,,parent.frame(),,,,,,,,,The environment in which to evaluate expr.,
FALSE,server,renderPlotly,3,,quoted,,TRUE,checkboxInput,,,,,,,,Is expr a quoted expression (with quote())? This is useful if you want to save an expression in a variable.,
,server,renderPrint,1,TRUE,expr,,,,,,,,,,,An expression that may print output and/or return a printable R object.,
,server,renderPrint,2,,env,,parent.frame(),,,,,,,,,The environment in which to evaluate expr.,
,server,renderPrint,3,,quoted,,FALSE,,,,,,,,,Is expr a quoted expression (with quote())? This is useful if you want to save an expression in a variable.,
,server,renderPrint,4,,width,,getOption('width'),,,,,,,,,The value for [options][base::options](width).,
,server,renderPrint,5,,outputArgs,,list(),,,,,,,,,A list of arguments to be passed through to the implicit call to verbatimTextOutput() when renderPrint is used in an interactive R Markdown document.,
TRUE,server,renderTable,1,TRUE,expr,,example,selectInput,server_expr,,,,.to_string,,,An expression that returns an R object that can be used with xtable::xtable().,
TRUE,server,renderTable,2,,striped,,FALSE,checkboxInput,,,,,,,,"Logicals: if TRUE, apply the corresponding Bootstrap table format to the output table.",
TRUE,server,renderTable,3,,hover,,FALSE,checkboxInput,,,,,,,,"Logicals: if TRUE, apply the corresponding Bootstrap table format to the output table.",
TRUE,server,renderTable,4,,bordered,,FALSE,checkboxInput,,,,,,,,"Logicals: if TRUE, apply the corresponding Bootstrap table format to the output table.",
TRUE,server,renderTable,5,,spacing,,s,selectInput,spacing,,,,.to_string,,,"The spacing between the rows of the table (xs stands for extra small, s for small, m for medium and l for large).",
,server,renderTable,6,,width,,auto,,,,,,,,,"Table width. Must be a valid CSS unit (like 100%, 400px, auto) or a number, which will be coerced to a string and have px appended.",
,server,renderTable,7,,align,,NULL,,,,,,,,,"A string that specifies the column alignment. If equal to l, c or r, then all columns will be, respectively, left-, center- or right-aligned. Otherwise, align must have the same number of characters as the resulting table (if rownames = TRUE, this will be equal to ncol()+1), with the i-th character specifying the alignment for the i-th column (besides l, c and r, ? is also permitted - ? is a placeholder for that particular column, indicating that it should keep its default alignment). If NULL, then all numeric/integer columns (including the row names, if they are numbers) will be right-aligned and everything else will be left-aligned (align = ? produces the same result).",
,server,renderTable,8,,rownames,,FALSE,,,,,,,,,Logicals: include rownames? include colnames (column headers)?,
,server,renderTable,9,,colnames,,TRUE,,,,,,,,,Logicals: include rownames? include colnames (column headers)?,
,server,renderTable,10,,digits,,NULL,,,,,,,,,"An integer specifying the number of decimal places for the numeric columns (this will not apply to columns with an integer class). If digits is set to a negative value, then the numeric columns will be displayed in scientific format with a precision of abs(digits) digits.",
,server,renderTable,11,,na,,,,,,,,,,,The string to use in the table cells whose values are missing (i.e. they either evaluate to NA or NaN).,
FALSE,server,renderTable,12,,env,,,,,,,,,,,The environment in which to evaluate expr.,
FALSE,server,renderTable,13,,quoted,,parent.frame(),,,,,,,,,Is expr a quoted expression (with quote())? This is useful if you want to save an expression in a variable.,
FALSE,server,renderTable,14,,outputArgs,,list(),,,,,,,,,A list of arguments to be passed through to the implicit call to tableOutput() when renderTable is used in an interactive R Markdown document.,
TRUE,server,renderText,1,TRUE,expr,,example,selectInput,server_expr,,,,.to_string,,,An expression that returns an R object that can be used as an argument to cat.,
FALSE,server,renderText,2,,env,,parent.frame(),,,,,,,,,The environment in which to evaluate expr.,
FALSE,server,renderText,3,,quoted,,FALSE,,,,,,,,,Is expr a quoted expression (with quote())? This is useful if you want to save an expression in a variable.,
FALSE,server,renderText,4,,outputArgs,,list(),,,,,,,,,A list of arguments to be passed through to the implicit call to textOutput() when renderText is used in an interactive R Markdown document.,
,server,renderText,5,,sep,, ,,,,,,,,,A separator passed to cat to be appended after each element.,
TRUE,server,renderUI,1,TRUE,expr,,example,selectInput,server_expr,,,,.to_string,,,"An expression that returns a Shiny tag object, HTML(), or a list of such objects.",
FALSE,server,renderUI,2,,env,,parent.frame(),,,,,,,,,The environment in which to evaluate expr.,
FALSE,server,renderUI,3,,quoted,,FALSE,checkboxInput,,,,,,,,Is expr a quoted expression (with quote())? This is useful if you want to save an expression in a variable.,
FALSE,server,renderUI,4,,outputArgs,,list(),,,,,,,,,A list of arguments to be passed through to the implicit call to uiOutput() when renderUI is used in an interactive R Markdown document.,
TRUE,ui,searchInput,1,TRUE,inputId,,,textInput,,,.validate_inputId,list(allow_NULL=FALSE),.to_string,list(regex='id'),,The input slot that will be used to access the value.,
TRUE,ui,searchInput,2,,label,,NULL,textInput,,,,,.to_string,,,"Display label for the control, or NULL for no label.",
TRUE,ui,searchInput,3,,value,,NULL,textInput,,,,,.to_string,,,Initial value.,
TRUE,ui,searchInput,4,,placeholder,,NULL,textInput,,,,,.to_string,,,A character string giving the user a hint as to what can be entered into the control.,
TRUE,ui,searchInput,5,,btnSearch,,NULL,pickerInput,icons,,,,.to_icon,,,An icon for the button which validate the search.,
TRUE,ui,searchInput,6,,btnReset,,NULL,pickerInput,icons,,,,.to_icon,,,An icon for the button which reset the search.,
TRUE,ui,searchInput,7,,resetValue,,NULL,textInput,,,,,.to_string,,,"Value used when reset button is clicked, default to , if NULL value is not reset.",
TRUE,ui,searchInput,8,,width,,NULL,textInput,,,.validate_css_unit,,.to_css_unit,,width_css_unit_top,"The width of the input, e.g. 400px, or 100%.",
TRUE,ui,selectInput,1,TRUE,inputId,,,textInput,,,.validate_inputId,list(allow_NULL=FALSE),.to_string,list(regex='id'),,The input slot that will be used to access the value.,
TRUE,ui,selectInput,2,TRUE,label,,label,textInput,,,,,.to_string,,,"Display label for the control, or NULL for no label.",
TRUE,ui,selectInput,3,TRUE,choices,,NULL,selectizeInput,,,,,.to_string_vector,,,"List of values to select from. If elements of the list are named, then that name --- rather than the value --- is displayed to the user. Its also possible to group related inputs by providing a named list whose elements are (either named or unnamed) lists, vectors, or factors. In this case, the outermost names will be used as the group labels (leveraging the <optgroup> HTML tag) for the elements in the respective sublist. See the example section for a small demo of this feature.",
TRUE,ui,selectInput,4,,selected,,NULL,selectInput,sqs_option_ui_choices,,,,.to_string,,,The initially selected value (or multiple values if multiple = TRUE). If not specified then defaults to the first value for single-select lists and no values for multiple select lists.,
FALSE,ui,selectInput,5,,multiple,,FALSE,checkboxInput,,,,,,,,Is selection of multiple items allowed?,
FALSE,ui,selectInput,6,,selectize,,TRUE,checkboxInput,,,,,,,,Whether to use selectize.js or not.,
TRUE,ui,selectInput,7,,width,,NULL,textInput,,,.validate_css_unit,,.to_css_unit,,width_css_unit_top,"The width of the input, e.g. 400px, or 100%; see validateCssUnit().",
FALSE,ui,selectInput,8,,size,,NULL,numericInput,,,,,.to_numeric,,,"Number of items to show in the selection box; a larger number will result in a taller box. Not compatible with selectize=TRUE. Normally, when multiple=FALSE, a select input will be a drop-down list, but when size is set, it will be a box instead.",
FALSE,ui,selectizeInput,1,,inputId,,,,,,.validate_inputId,list(allow_NULL=FALSE),.to_string,list(regex='id'),,,
FALSE,ui,selectizeInput,2,,options,,NULL,,,,,,,,,A list of options. See the documentation of selectize.js for possible options (character option values inside base::I() will be treated as literal JavaScript code; see renderDataTable() for details).,
FALSE,ui,selectizeInput,3,,width,,NULL,,,,.validate_css_unit,,.to_css_unit,,,,
FALSE,ui,selectizeInput,4,,,,,,,,,,,,,,
FALSE,ui,sidebarLayout,1,TRUE,sidebarPanel,,,,,,,,,,,The sidebarPanel() containing input controls.,
FALSE,ui,sidebarLayout,2,TRUE,mainPanel,,,,,,,,,,,The mainPanel() containing outputs.,
TRUE,ui,sidebarLayout,3,,position,,left,selectInput,positions,,,,.to_string,,,The position of the sidebar relative to the main area (left or right).,
TRUE,ui,sidebarLayout,4,,fluid,,TRUE,checkboxInput,,,,,,,,TRUE to use fluid layout; FALSE to use fixed layout.,
TRUE,ui,sidebarMenu,1,,id,,NULL,textInput,,,.validate_inputId,list(allow_NULL=TRUE),.to_string,list(regex='id'),,"For sidebarMenu, if id is present, this id will be used for a Shiny input value, and it will report which tab is selected. For example, if id=tabs, then input$tabs will be the tabName of the currently-selected tab. If you want to be able to bookmark and restore the selected tab, an id is required.",
FALSE,ui,sidebarMenu,2,,.list,,NULL,,,,,,,,,"An optional list containing items to put in the menu Same as the ... arguments, but in list format. This can be useful when working with programmatically generated items.",
FALSE,ui,sidebarMenu,3,,,,,,,,,,,,,"For menu items, this may consist of menuSubItems.",
FALSE,ui,sidebarPanel,1,,,,,,,,,,,,,Output elements to include in the sidebar/main panel.,
TRUE,ui,sidebarPanel,2,,width,,4,numericInput,,"1,12,1",.validate_numeric_range,,.to_numeric,,width_column,"The width of the sidebar and main panel. By default, the sidebar takes up 1/3 of the width, and the main panel 2/3. The total width must be 12 or less.",
TRUE,ui,sidebarSearchForm,1,TRUE,textId,,,textInput,,,.validate_inputId,list(allow_NULL=FALSE),.to_string,list(regex='id'),,Shiny input ID for the text input box.,
TRUE,ui,sidebarSearchForm,2,TRUE,buttonId,,,textInput,,,.validate_inputId,list(allow_NULL=FALSE),.to_string,list(regex='id'),,Shiny input ID for the search button (which functions like an actionButton).,
TRUE,ui,sidebarSearchForm,3,,label,,Search…,textInput,,,,,.to_string,,,Text label to display inside the search box.,
TRUE,ui,sidebarSearchForm,4,,icon,,search,pickerInput,icons,,,,.to_icon,,,"An icon tag, created by icon.",
TRUE,ui,sliderInput,1,TRUE,inputId,,,textInput,,,.validate_inputId,list(allow_NULL=FALSE),.to_string,list(regex='id'),,The input slot that will be used to access the value.,
TRUE,ui,sliderInput,2,TRUE,label,,label,textInput,,,,,.to_string,,,"Display label for the control, or NULL for no label.",
TRUE,ui,sliderInput,3,TRUE,min,,0,numericInput,,,,,.to_numeric,,,The minimum value (inclusive) that can be selected.,
TRUE,ui,sliderInput,4,TRUE,max,,100,numericInput,,,,,.to_numeric,,,The maximum value (inclusive) that can be selected.,
TRUE,ui,sliderInput,5,TRUE,value,,50,numericInput,,,,,.to_numeric,,,The initial value of the slider. A numeric vector of length one will create a regular slider; a numeric vector of length two will create a double-ended range slider. A warning will be issued if the value doesnt fit between min and max.,
TRUE,ui,sliderInput,6,,step,,1,numericInput,,,,,.to_numeric,,,"Specifies the interval between each selectable value on the slider (if NULL, a heuristic is used to determine the step size). If the values are dates, step is in days; if the values are times (POSIXt), step is in seconds.",
FALSE,ui,sliderInput,7,,round,,FALSE,numericInput,,,,,.to_bool_or_numeric,,,"TRUE to round all values to the nearest integer; FALSE if no rounding is desired; or an integer to round to that number of digits (for example, 1 will round to the nearest 10, and -2 will round to the nearest .01). Any rounding will be applied after snapping to the nearest step.",
FALSE,ui,sliderInput,8,,format,,NULL,,,,,,,,,Deprecated.,
FALSE,ui,sliderInput,9,,locale,,NULL,,,,,,,,,Deprecated.,
TRUE,ui,sliderInput,10,,ticks,,TRUE,checkboxInput,,,,,,,,"FALSE to hide tick marks, TRUE to show them according to some simple heuristics.",
TRUE,ui,sliderInput,11,,animate,,FALSE,checkboxInput,,,,,,,,"TRUE to show simple animation controls with default settings; FALSE not to; or a custom settings list, such as those created using animationOptions().",
TRUE,ui,sliderInput,12,,width,,NULL,textInput,,,.validate_css_unit,,.to_css_unit,,width_css_unit,"The width of the input, e.g. 400px, or 100%; see validateCssUnit().",
TRUE,ui,sliderInput,13,,sep,,",",textInput,,,,,.to_string,,,Separator between thousands places in numbers.,
TRUE,ui,sliderInput,14,,pre,,NULL,textInput,,,,,.to_string,,,A prefix string to put in front of the value.,
TRUE,ui,sliderInput,15,,post,,NULL,textInput,,,,,.to_string,,,A suffix string to put after the value.,
FALSE,ui,sliderInput,16,,timeFormat,,NULL,textInput,,,,,.to_string,,,"Only used if the values are Date or POSIXt objects. A time format string, to be passed to the Javascript strftime library. See https://github.com/samsonjs/strftime for more details. The allowed format specifications are very similar, but not identical, to those for Rs base::strftime() function. For Dates, the default is %F (like 2015-07-01), and for POSIXt, the default is %F %T (like 2015-07-01 15:32:10).",
FALSE,ui,sliderInput,17,,timezone,,NULL,selectInput,timezones,,,,.to_timezone,,,"Only used if the values are POSIXt objects. A string specifying the time zone offset for the displayed times, in the format +HHMM or -HHMM. If NULL (the default), times will be displayed in the browsers time zone. The value +0000 will result in UTC time.",
FALSE,ui,sliderInput,18,,dragRange,,FALSE,checkboxInput,,,,,,,,"This option is used only if it is a range slider (with two values). If TRUE (the default), the range can be dragged. In other words, the min and max can be dragged together. If FALSE, the range cannot be dragged.",
TRUE,ui,sliderTextInput,1,TRUE,inputId,,,textInput,,,.validate_inputId,list(allow_NULL=FALSE),.to_string,list(regex='id'),,The input slot that will be used to access the value.,
TRUE,ui,sliderTextInput,2,TRUE,label,,label,textInput,,,,,.to_string,,,"Display label for the control, or NULL for no label.",
TRUE,ui,sliderTextInput,3,TRUE,choices,,"c('a', 'b', 'c')",selectizeInput,,,,,.to_string_vector,,,Character vector to select a value from.,
TRUE,ui,sliderTextInput,4,,selected,,NULL,selectInput,sqs_option_ui_choices,,,,.to_string,,,"The initially selected value, if length > 1, create a range slider.",
TRUE,ui,sliderTextInput,5,,animate,,FALSE,checkboxInput,,,,,,,,"TRUE to show simple animation controls with default settings, for more details see sliderInput.",
TRUE,ui,sliderTextInput,6,,grid,,FALSE,checkboxInput,,,,,,,,"Logical, show or hide ticks marks.",
TRUE,ui,sliderTextInput,7,,hide_min_max,,FALSE,checkboxInput,,,,,,,,Hides min and max labels.,
TRUE,ui,sliderTextInput,8,,from_fixed,,FALSE,checkboxInput,,,,,,,,Fix position of left (or single) handle.,
TRUE,ui,sliderTextInput,9,,to_fixed,,FALSE,checkboxInput,,,,,,,,Fix position of right handle.,
FALSE,ui,sliderTextInput,10,,from_min,,NULL,selectInput,,,,,.to_string,,,Set minimum limit for left handle.,
FALSE,ui,sliderTextInput,11,,from_max,,NULL,selectInput,,,,,.to_string,,,Set the maximum limit for left handle.,
FALSE,ui,sliderTextInput,12,,to_min,,NULL,selectInput,,,,,.to_string,,,Set minimum limit for right handle.,
FALSE,ui,sliderTextInput,13,,to_max,,NULL,selectInput,,,,,.to_string,,,Set the maximum limit for right handle.,
TRUE,ui,sliderTextInput,14,,force_edges,,FALSE,checkboxInput,,,,,,,,Slider will be always inside its container,
TRUE,ui,sliderTextInput,15,,width,,NULL,textInput,,,.validate_css_unit,,.to_css_unit,,width_css_unit,"The width of the input, e.g. 400px, or 100%.",
TRUE,ui,sliderTextInput,16,,pre,,NULL,textInput,,,,,.to_string,,,A prefix string to put in front of the value.,
TRUE,ui,sliderTextInput,17,,post,,NULL,textInput,,,,,.to_string,,,A suffix string to put after the value.,
FALSE,ui,sliderTextInput,18,,dragRange,,TRUE,,,,,,,,,See the same argument in sliderInput.,
TRUE,ui,spectrumInput,1,TRUE,inputId,,,textInput,,,.validate_inputId,list(allow_NULL=FALSE),.to_string,list(regex='id'),,The input slot that will be used to access the value.,
TRUE,ui,spectrumInput,2,TRUE,label,,label,textInput,,,,,.to_string,,,"Display label for the control, or NULL for no label.",
TRUE,ui,spectrumInput,3,,choices,,"c('black', 'white', 'blanchedalmond', 'steelblue', 'forestgreen')",selectizeInput,,,,,.to_string_vector,,,List of colors to display in the menu.,
TRUE,ui,spectrumInput,4,,selected,,NULL,selectInput,sqs_option_ui_choices,,,,.to_string,,,The initially selected value.,
TRUE,ui,spectrumInput,5,,flat,,FALSE,checkboxInput,,,,,,,,Display the menu inline.,
FALSE,ui,spectrumInput,6,,options,,list(),,,,,,,,,"Additional options to pass to spectrum, possible values are described here : https://bgrins.github.io/spectrum/#options.",
TRUE,ui,spectrumInput,7,,update_on,,move,selectInput,update_on,,,,.to_string,,,"When to update value server-side: move (default, each time a new color is selected), dragstop (when use user stop dragging cursor), change (when the input is closed).",
TRUE,ui,spectrumInput,8,,width,,NULL,textInput,,,.validate_css_unit,,.to_css_unit,,width_css_unit,"The width of the input, e.g. 400px, or 100%.",
TRUE,ui,splitLayout,1,,cellWidths,,NULL,textInput,,,.validate_css_unit,,.to_css_unit,,,"Character or numeric vector indicating the widths of the individual cells. Recycling will be used if needed. Character values will be interpreted as CSS lengths (see validateCssUnit()), numeric values as pixels.",
FALSE,ui,splitLayout,2,,cellArgs,,list(),,,,,,,,,Any additional attributes that should be used for each cell of the layout.,
FALSE,ui,splitLayout,3,,,,,,,,,,,,,Unnamed arguments will become child elements of the layout. Named arguments will become HTML attributes on the outermost tag.,
TRUE,ui,submitButton,1,,text,,Apply Changes,textInput,,,,,.to_string,,,Button caption,
TRUE,ui,submitButton,2,,icon,,NULL,pickerInput,icons,,,,.to_icon,,,Optional icon() to appear on the button,
TRUE,ui,submitButton,3,,width,,NULL,textInput,,,.validate_css_unit,,.to_css_unit,,width_css_unit,"The width of the input, e.g. 400px, or 100%; see validateCssUnit().",
TRUE,ui,switchInput,1,TRUE,inputId,,,textInput,,,.validate_inputId,list(allow_NULL=FALSE),.to_string,list(regex='id'),,The input slot that will be used to access the value.,
TRUE,ui,switchInput,2,,label,,NULL,textInput,,,,,.to_string,,,Display a text in the center of the switch.,
TRUE,ui,switchInput,3,,value,,FALSE,checkboxInput,,,,,,,,Initial value (TRUE or FALSE).,
TRUE,ui,switchInput,4,,onLabel,,ON,textInput,,,,,.to_string,,,Text on the left side of the switch (TRUE).,
TRUE,ui,switchInput,5,,offLabel,,OFF,textInput,,,,,.to_string,,,Text on the right side of the switch (FALSE).,
TRUE,ui,switchInput,6,,onStatus,,NULL,selectInput,validStatuses,,,,.to_string,,,Color (bootstrap status) of the left side of the switch (TRUE).,
TRUE,ui,switchInput,7,,offStatus,,NULL,selectInput,validStatuses,,,,.to_string,,,Color (bootstrap status) of the right side of the switch (FALSE).,
TRUE,ui,switchInput,8,,size,,default,selectInput,sizes,,,,.to_string,,,"Size of the buttons (default, mini, small, normal, large).",
TRUE,ui,switchInput,9,,labelWidth,,auto,textInput,,,.validate_css_unit,,.to_css_unit,,,Width of the center handle in pixels.,
TRUE,ui,switchInput,10,,handleWidth,,auto,textInput,,,.validate_css_unit,,.to_css_unit,,,Width of the left and right sides in pixels.,
TRUE,ui,switchInput,11,,disabled,,FALSE,checkboxInput,,,,,,,,"Logical, display the toggle switch in disabled state?.",
TRUE,ui,switchInput,12,,inline,,FALSE,checkboxInput,,,,,,,,"Logical, display the toggle switch inline?",
TRUE,ui,switchInput,13,,width,,NULL,textInput,,,.validate_css_unit,,.to_css_unit,,width_css_unit_top,"The width of the input : auto, fit, 100px, 75%.",
TRUE,ui,tabBox,1,,id,,NULL,textInput,,,.validate_inputId,list(allow_NULL=TRUE),.to_string,list(regex='id'),,"If provided, you can use input$id in your server logic to determine which of the current tabs is active. The value will correspond to the value argument that is passed to tabPanel.",
FALSE,ui,tabBox,2,,selected,,NULL,selectInput,,,,,.to_string,,,"The value (or, if none was supplied, the title) of the tab that should be selected by default. If NULL, the first tab will be selected.",
TRUE,ui,tabBox,3,,title,,NULL,textInput,,,,,.to_string,,,Title for the tabBox.,
TRUE,ui,tabBox,4,,width,,6,numericInput,,"1,12,1",.validate_numeric_range,,.to_numeric,,width_column,"The width of the box, using the Bootstrap grid system. This is used for row-based layouts. The overall width of a region is 12, so the default valueBox width of 4 occupies 1/3 of that width. For column-based layouts, use NULL for the width; the width is set by the column that contains the box.",
TRUE,ui,tabBox,5,,height,,NULL,textInput,,,,,.to_string,,,"The height of a box, in pixels or other CSS unit. By default the height scales automatically with the content.",
TRUE,ui,tabBox,6,,side,,left,selectInput,side,,,,.to_string,,,"Which side of the box the tabs should be on (left or right). When side=right, the order of tabs will be reversed.",
FALSE,ui,tabBox,7,,,,,,,,,,,,,tabPanel elements to include in the tabset,
